Дата;"Реальная сумма";"Планируемая сумма";"Валюта";"Категория";"Описание";"Счёт";"Конверт";"Перевод"		
2023-08-22;"-7.0";"";"azn";"Кафе	 ресторан";"7";"Кошелёк";"ХаниМани";""	
2023-08-22;"-7.3";"-20.0";"azn";"Продукты";"7.3";"ASB kart";"Резервы";""		
2023-08-21;"-20.3";"";"azn";"Продукты";"20.3";"ASB kart";"ХаниМани";""		
2023-08-21;"10.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2023-08-20;"-11.43";"-20.0";"azn";"Продукты";"11.43";"ASB kart";"Резервы";""		
2023-08-20;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-08-19;"-4.2";"";"azn";"Гигиена и красота";"4.2";"ASB kart";"ХаниМани";""		
2023-08-19;"-37.0";"";"azn";"Автомобиль / Бензин";"37";"ASB kart";"ХаниМани";""		
2023-08-19;"-51.1";"";"azn";"Ребенок";"51.1 подгузники";"ASB kart";"ХаниМани";""		
2023-08-19;"-7.7";"";"azn";"Медицина / Лекарства";"7.7";"ASB kart";"ХаниМани";""		
2023-08-18;"-12.4";"-20.0";"azn";"Продукты";"12.4";"ABB kart Samira";"Резервы";""		
2023-08-18;"-15.0";"";"azn";"Подарки";"15";"ABB kart Samira";"ХаниМани";""		
2023-08-18;"-5.5";"";"azn";"Развлечения и хобби";"5.5";"Кошелёк";"ХаниМани";""		
2023-08-18;"-5.0";"";"azn";"Продукты";"5";"Кошелёк";"ХаниМани";""		
2023-08-18;"-21.45";"";"azn";"Продукты";"21.45";"ABB kart Samira";"ХаниМани";""		
2023-08-18;"-0.6";"";"azn";"Продукты";"0.6";"ABB kart Samira";"ХаниМани";""		
2023-08-16;"6.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2023-08-16;"-29.0";"";"azn";"Платный софт";"29 honey money";"Albali кредитная карта";"ХаниМани";""		
2023-08-16;"500.0";"";"azn";"Зарплата Ильгар";"500";"ASB kart";"ХаниМани";""		
2023-08-16;"-40.0";"-20.0";"azn";"Продукты";"40";"ABB kart Samira";"Резервы";""		
2023-08-16;"25.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2023-08-16;"3.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2023-08-16;"25.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2023-08-15;"-8.24";"";"azn";"Ребенок";"8.24";"ABB kart Samira";"ХаниМани";""		
2023-08-15;"-1.52";"";"azn";"Продукты";"1.52";"ABB kart Samira";"ХаниМани";""		
2023-08-15;"-10.5";"";"azn";"Продукты";"10.5";"Кошелёк";"ХаниМани";""		
2023-08-15;"-10.0";"";"azn";"Продукты";"10";"Кошелёк";"ХаниМани";""		
2023-08-14;"-10.54";"-20.0";"azn";"Продукты";"10.54";"ABB kart Samira";"Резервы";""		
2023-08-14;"-85.0";"";"azn";"Автомобиль / Ремонт";"85 yag filtr salon filtr";"Кошелёк";"ХаниМани";""		
2023-08-14;"100.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2023-08-13;"-30.0";"-15.0";"azn";"Гигиена и красота";"30";"Albali kart";"Резервы";""		
2023-08-13;"-4.0";"";"azn";"Продукты";"4";"Кошелёк";"ХаниМани";""		
2023-08-13;"-30.0";"";"azn";"Автомобиль / Бензин";"30";"ABB kart Samira";"ХаниМани";""		
2023-08-12;"-8.0";"";"azn";"Продукты";"8";"Кошелёк";"ХаниМани";""		
2023-08-12;"-6.4";"-20.0";"azn";"Продукты";"1.7 0.92 0.9 2.88";"Albali kart";"Резервы";""		
2023-08-12;"-12.56";"";"azn";"Продукты";"12.56";"ABB kart Samira";"ХаниМани";""		
2023-08-11;"-3.0";"";"azn";"Развлечения и хобби";"3";"Кошелёк";"ХаниМани";""		
2023-08-11;"-21.0";"-10.0";"azn";"Ком. услуги / Вода";"21";"ASB kart";"Резервы";""		
2023-08-11;"-25.0";"";"azn";"Продукты";"25";"Кошелёк";"ХаниМани";""		
2023-08-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento databse";"Albali кредитная карта";"Резервы";""		
2023-08-10;"-310.0";"";"azn";"Отдых";"310 в Гебеле пять дней";"Кошелёк";"ХаниМани";""		
2023-08-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2023-08-08;"20.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2023-08-08;"327.0";"327.0";"azn";"Пенсия Самира";"327";"ABB kart Samira";"Резервы";""		
2023-08-07;"-24.46";"-30.0";"azn";"Ком. услуги / Электроэнергия";"24.46";"Albali kart";"Резервы";""		
2023-08-06;"315.0";"";"azn";"Зарплата Ильгар";"315";"Страхование жизни";"ХаниМани";""		
2023-08-05;"-31.8";"";"azn";"Продукты";"31.8";"Albali kart";"ХаниМани";""		
2023-08-05;"-8.8";"";"azn";"Продукты";"8.8";"Albali kart";"ХаниМани";""		
2023-08-05;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-08-05;"100.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-08-05;"450.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-08-05;"-13.7";"";"azn";"Гигиена и красота";"5.3 0.6 4.1 3.7";"Albali kart";"ХаниМани";""		
2023-08-05;"-7.0";"";"azn";"Ребенок";"7";"Albali kart";"ХаниМани";""		
2023-08-05;"-26.0";"";"azn";"Автомобиль / Бензин";"26";"Albali kart";"ХаниМани";""		
2023-08-05;"-0.6";"";"azn";"Медицина / Лекарства";"0.6";"Albali kart";"ХаниМани";""		
2023-08-04;"-16.0";"-20.0";"azn";"Продукты";"16";"Albali kart";"Резервы";""		
2023-08-04;"-15.0";"";"azn";"Продукты";"15";"Кошелёк";"ХаниМани";""		
2023-08-02;"-23.3";"";"azn";"Медицина / Лекарства";"23.3";"ASB kart";"ХаниМани";""		
2023-08-02;"-36.6";"";"azn";"Продукты";"36.6";"Albali kart";"ХаниМани";""		
2023-08-02;"-12.0";"";"azn";"Автомобиль / Ремонт";"12 баланс колес";"Кошелёк";"ХаниМани";""		
2023-08-02;"-24.5";"";"azn";"Ребенок";"24.5 подгузники";"ASB kart";"ХаниМани";""		
2023-08-02;"-9.0";"-20.0";"azn";"Продукты";"9";"Кошелёк";"Резервы";""		
2023-08-02;"-9.0";"";"azn";"Подарки";"9";"Кошелёк";"ХаниМани";""		
2023-08-02;"-24.5";"";"azn";"Ребенок";"24.5 подгузники";"ASB kart";"ХаниМани";""		
2023-08-02;"-1.2";"";"azn";"Кафе	 ресторан";"1.2";"Кошелёк";"ХаниМани";""	
2023-08-02;"-23.5";"";"azn";"Медицина / Лекарства";"23.5";"ASB kart";"ХаниМани";""		
2023-08-02;"-32.5";"";"azn";"Автомобиль / Бензин";"32.5";"Albali kart";"ХаниМани";""		
2023-08-02;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-08-02;"-1.2";"";"azn";"Продукты";"1.2";"Кошелёк";"ХаниМани";""		
2023-08-02;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-08-01;"-32.6";"-20.0";"azn";"Автомобиль / Бензин";"32.6";"Albali kart";"Резервы";""		
2023-08-01;"794.0";"1900.0";"azn";"Зарплата Ильгар";"794";"ASB kart";"Резервы";""		
2023-08-01;"3.0";"";"azn";"";"";"";"";"Albali кредитная карта => ASB kart"		
2023-08-01;"4.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2023-08-01;"-17.0";"";"azn";"Продукты";"17";"Кошелёк";"ХаниМани";""		
2023-08-01;"-6.0";"";"azn";"Продукты";"6";"Albali kart";"ХаниМани";""		
2023-07-31;"-15.0";"-25.0";"azn";"Автомобиль";"15 держала для телефона";"Кошелёк";"Резервы";""		
2023-07-31;"-5.0";"-20.0";"azn";"Продукты";"5";"Albali kart";"Резервы";""		
2023-07-31;"-9.0";"";"azn";"Продукты";"9";"Albali kart";"ХаниМани";""		
2023-07-31;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-07-31;"-15.0";"";"azn";"Интернет и связь";"15 ailenet";"Albali kart";"ХаниМани";""		
2023-07-31;"-3.0";"";"azn";"Кафе	 ресторан";"3";"Кошелёк";"ХаниМани";""	
2023-07-30;"-2.2";"";"azn";"Продукты";"2.2";"Albali kart";"ХаниМани";""		
2023-07-30;"-20.0";"-70.0";"azn";"Подарки";"20 йас";"Кошелёк";"Резервы";""		
2023-07-29;"-20.0";"";"azn";"Подарки";"20";"Кошелёк";"ХаниМани";""		
2023-07-29;"-28.0";"";"azn";"Подарки";"28";"Albali kart";"ХаниМани";""		
2023-07-29;"120.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-07-29;"50.0";"";"azn";"Подарки";"50 Эми за авто";"Кошелёк";"ХаниМани";""		
2023-07-28;"70.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-07-28;"11.0";"";"azn";"";"";"";"";"Кошелек Самира => Кошелёк"		
2023-07-28;"-40.0";"";"azn";"Гигиена и красота";"40 салон";"Кошелек Самира";"ХаниМани";""		
2023-07-28;"-40.0";"";"azn";"Автомобиль / Бензин";"40";"Albali kart";"ХаниМани";""		
2023-07-28;"-2.0";"";"azn";"Развлечения и хобби";"2";"Кошелёк";"ХаниМани";""		
2023-07-28;"-2.3";"";"azn";"Продукты";"2.3";"Кошелек Самира";"ХаниМани";""		
2023-07-28;"-2.0";"";"azn";"Продукты";"2";"Кошелёк";"ХаниМани";""		
2023-07-28;"-1.0";"";"azn";"Продукты";"1";"Кошелёк";"ХаниМани";""		
2023-07-27;"-3.0";"-20.0";"azn";"Ребенок";"3";"Кошелёк";"Резервы";""		
2023-07-27;"50.0";"";"azn";"";"";"";"";"Кошелёк => Кошелек Самира"		
2023-07-27;"-10.899999999999999";"";"azn";"Подарки";"3.6 4.5 2.8";"Albali kart";"ХаниМани";""		
2023-07-27;"-15.4";"";"azn";"Продукты";"15.4";"Albali kart";"ХаниМани";""		
2023-07-27;"-10.0";"";"azn";"Продукты";"10";"ABB kart Samira";"ХаниМани";""		
2023-07-27;"-15.0";"";"azn";"Ребенок";"15";"Кошелёк";"ХаниМани";""		
2023-07-26;"301.0";"";"azn";"";"";"";"";"ASB kart => YapiKrediBank kredit"		
2023-07-26;"-11.0";"";"azn";"Интернет и связь";"11 Ilqar";"ASB kart";"ХаниМани";""		
2023-07-26;"-1.0";"";"azn";"Ребенок";"1";"Кошелёк";"ХаниМани";""		
2023-07-26;"-3.0";"";"azn";"Продукты";"3";"Albali kart";"ХаниМани";""		
2023-07-26;"-10.0";"";"azn";"Автомобиль / Мойка";"10";"Кошелёк";"ХаниМани";""		
2023-07-26;"-11.0";"";"azn";"Продукты";"11";"Кошелёк";"ХаниМани";""		
2023-07-25;"-10.0";"-20.0";"azn";"Продукты";"10";"Albali kart";"Резервы";""		
2023-07-25;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-07-25;"-3.0";"";"azn";"Интернет и связь";"3";"Albali kart";"ХаниМани";""		
2023-07-24;"-15.0";"";"azn";"Продукты";"15";"Albali kart";"ХаниМани";""		
2023-07-24;"-8.0";"";"azn";"Продукты";"8";"Кошелёк";"ХаниМани";""		
2023-07-24;"-4.4";"";"azn";"Гигиена и красота";"4.4";"ASB kart";"ХаниМани";""		
2023-07-24;"-3.6";"";"azn";"Продукты";"3.6";"ASB kart";"ХаниМани";""		
2023-07-24;"-3.0";"";"azn";"Гигиена и красота";"3";"Кошелек Самира";"ХаниМани";""		
2023-07-24;"-4.0";"";"azn";"Продукты";"4";"Кошелек Самира";"ХаниМани";""		
2023-07-23;"-20.0";"";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"ХаниМани";""		
2023-07-23;"-15.0";"";"azn";"Подарки";"15";"Кошелёк";"ХаниМани";""		
2023-07-23;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-07-23;"-30.0";"-20.0";"azn";"Продукты";"30";"Albali kart";"Резервы";""		
2023-07-23;"-41.0";"-70.0";"azn";"Подарки";"41";"Albali kart";"Резервы";""		
2023-07-22;"50.0";"";"azn";"";"";"";"";"ASB kart => Albali kart"		
2023-07-21;"-15.0";"";"azn";"Продукты";"15";"Кошелёк";"ХаниМани";""		
2023-07-21;"-5.0";"-20.0";"azn";"Ребенок";"5";"Кошелёк";"Резервы";""		
2023-07-21;"-5.0";"-20.0";"azn";"Продукты";"5";"ABB kart Samira";"Резервы";""		
2023-07-20;"-1.0";"";"azn";"Ребенок";"1";"Кошелек Самира";"ХаниМани";""		
2023-07-20;"-5.0";"";"azn";"Продукты";"5";"Кошелек Самира";"ХаниМани";""		
2023-07-20;"-10.0";"";"azn";"Продукты";"10";"ABB kart Samira";"ХаниМани";""		
2023-07-19;"150.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-07-19;"50.0";"";"azn";"";"";"";"";"Страхование жизни => Кошелек Самира"		
2023-07-19;"-30.0";"";"azn";"Ребенок";"30 к врачу";"Кошелек Самира";"ХаниМани";""		
2023-07-19;"-5.0";"-20.0";"azn";"Продукты";"5";"Кошелек Самира";"Резервы";""		
2023-07-18;"-3.0";"";"azn";"Продукты";"3";"ABB kart Samira";"ХаниМани";""		
2023-07-17;"-1.0";"";"azn";"Ребенок";"1";"Кошелёк";"ХаниМани";""		
2023-07-17;"-5.0";"-20.0";"azn";"Продукты";"5";"Кошелёк";"Резервы";""		
2023-07-17;"-1.0";"";"azn";"Ребенок";"1";"Кошелек Самира";"ХаниМани";""		
2023-07-16;"-35.0";"";"azn";"Дом";"35";"Кошелёк";"ХаниМани";""		
2023-07-16;"-2.0";"";"azn";"Ребенок";"2";"Кошелёк";"ХаниМани";""		
2023-07-16;"-66.5";"";"azn";"Продукты";"66.5";"ABB kart Samira";"ХаниМани";""		
2023-07-16;"-20.0";"";"azn";"Автомобиль / Бензин";"20";"ABB kart Samira";"ХаниМани";""		
2023-07-16;"-10.0";"-15.0";"azn";"Гигиена и красота";"10";"Кошелёк";"Резервы";""		
2023-07-15;"-10.0";"-20.0";"azn";"Продукты";"10";"ABB kart Samira";"Резервы";""		
2023-07-15;"1000.0";"";"azn";"Зарплата Ильгар";"1000";"ASB kart";"ХаниМани";""		
2023-07-14;"-10.8";"";"azn";"Продукты";"10.8";"ABB kart Samira";"ХаниМани";""		
2023-07-13;"-13.25";"-20.0";"azn";"Продукты";"13.25";"ABB kart Samira";"Резервы";""		
2023-07-12;"-6.0";"";"azn";"Продукты";"6";"ABB kart Samira";"ХаниМани";""		
2023-07-12;"50.0";"";"azn";"Подарки";"50 Рашад на новое пвто";"Кошелёк";"ХаниМани";""		
2023-07-12;"-1.0";"-20.0";"azn";"Ребенок";"1";"Кошелёк";"Резервы";""		
2023-07-11;"-10.0";"";"azn";"Гигиена и красота";"10";"ABB kart Samira";"ХаниМани";""		
2023-07-11;"-3.0";"";"azn";"Продукты";"3";"Кошелёк";"ХаниМани";""		
2023-07-11;"-5.0";"-20.0";"azn";"Продукты";"5";"ABB kart Samira";"Резервы";""		
2023-07-11;"2.0";"";"azn";"";"";"";"";"Кошелёк => Кошелек Самира"		
2023-07-10;"327.0";"327.0";"azn";"Пенсия Самира";"327";"ABB kart Samira";"Резервы";""		
2023-07-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento databse";"Albali кредитная карта";"Резервы";""		
2023-07-09;"-8.0";"";"azn";"Транспорт";"7 1";"Кошелёк";"ХаниМани";""		
2023-07-09;"-23.3";"";"azn";"Гигиена и красота";"23.3";"ABB kart Samira";"ХаниМани";""		
2023-07-09;"-182.0";"";"azn";"Автомобиль";"140 чехол для машины	 35 коврики 7 защита от солнца";"Кошелёк";"ХаниМани";""	
2023-07-09;"-23.8";"";"azn";"Медицина / Лекарства";"23.8";"ABB kart Samira";"ХаниМани";""		
2023-07-09;"-50.83";"-20.0";"azn";"Продукты";"50.83";"ABB kart Samira";"Резервы";""		
2023-07-09;"-24.0";"-20.0";"azn";"Ребенок";"24 подгузники";"ABB kart Samira";"Резервы";""		
2023-07-09;"-25.0";"";"azn";"Кафе	 ресторан";"25 Проводы Азера";"Кошелёк";"ХаниМани";""	
2023-07-09;"-2.0";"";"azn";"Ребенок";"2";"Кошелёк";"ХаниМани";""		
2023-07-08;"-20.0";"";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"ХаниМани";""		
2023-07-08;"-25470.0";"";"azn";"Автомобиль";"25000 Chevrolet cobalt 460 оформление и номер 10 номер на авто";"Кошелёк";"ХаниМани";""		
2023-07-08;"-5.0";"";"azn";"Автомобиль / Мойка";"5";"Кошелёк";"ХаниМани";""		
2023-07-08;"-2.0";"";"azn";"Ребенок";"2";"Кошелёк";"ХаниМани";""		
2023-07-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2023-07-08;"2000.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-07-08;"8800.0";"";"azn";"";"";"";"";"YapiKrediBank kredit => Кошелёк"		
2023-07-08;"-7.0";"";"azn";"Транспорт";"6 1";"Кошелёк";"ХаниМани";""		
2023-07-08;"-1.0";"";"azn";"Продукты";"1";"Albali kart";"ХаниМани";""		
2023-07-07;"2000.0";"";"azn";"";"";"";"";"Долг Эльдару => Кошелёк"		
